frame_id,elapsed_page_h2d_ms,bw_page_h2d_MBps,elapsed_pin_h2d_ms,bw_pin_h2d_MBps,elapsed_kernels_ms,elapsed_page_d2h_ms,bw_page_d2h_MBps,elapsed_pin_d2h_ms,bw_pin_d2h_MBps
4029,N/A,N/A,0.255,860.782,0.932,N/A,N/A,0.181,1212.084
4030,N/A,N/A,0.232,947.097,0.927,N/A,N/A,0.160,1375.767
4031,N/A,N/A,0.257,855.526,0.926,N/A,N/A,0.156,1406.772
4032,N/A,N/A,0.243,905.148,0.962,N/A,N/A,0.193,1136.642
4033,N/A,N/A,0.248,886.566,0.960,N/A,N/A,0.203,1083.550
4034,N/A,N/A,0.379,580.231,0.958,N/A,N/A,0.203,1082.866
4035,N/A,N/A,0.245,897.341,0.933,N/A,N/A,0.197,1113.239
4036,N/A,N/A,0.235,935.484,0.925,N/A,N/A,0.160,1376.871
4037,N/A,N/A,0.226,972.448,0.924,N/A,N/A,0.156,1405.908
4038,N/A,N/A,0.218,1005.779,1.028,N/A,N/A,0.160,1377.147
4039,N/A,N/A,0.246,893.488,0.928,N/A,N/A,0.178,1233.643
4040,N/A,N/A,0.246,894.070,0.956,N/A,N/A,0.266,827.383
4041,N/A,N/A,0.248,887.368,0.936,N/A,N/A,0.164,1339.273
4042,N/A,N/A,0.242,907.301,0.919,N/A,N/A,0.158,1386.322
4043,N/A,N/A,0.219,1001.233,0.917,N/A,N/A,0.193,1138.716
4044,N/A,N/A,0.236,929.658,0.949,N/A,N/A,0.160,1373.291
4045,N/A,N/A,0.236,929.406,0.917,N/A,N/A,0.195,1128.238
4046,N/A,N/A,0.236,929.406,0.922,N/A,N/A,0.195,1128.238
4047,N/A,N/A,0.257,856.594,0.998,N/A,N/A,0.205,1072.381
4048,N/A,N/A,0.248,887.024,0.921,N/A,N/A,0.180,1222.442
4049,N/A,N/A,0.256,859.704,0.920,N/A,N/A,0.191,1149.198
4050,N/A,N/A,0.224,980.362,0.914,N/A,N/A,0.178,1233.864
4051,N/A,N/A,0.249,881.784,0.937,N/A,N/A,0.155,1415.472
4052,N/A,N/A,0.235,934.339,0.918,N/A,N/A,0.156,1405.620
4053,N/A,N/A,0.244,900.401,0.924,N/A,N/A,0.196,1118.862
4054,N/A,N/A,0.240,915.649,0.917,N/A,N/A,0.193,1140.986
4055,N/A,N/A,0.238,922.415,0.924,N/A,N/A,0.157,1401.317
4056,N/A,N/A,0.238,923.407,0.949,N/A,N/A,0.159,1380.192
4057,N/A,N/A,0.241,910.912,0.952,N/A,N/A,0.240,915.283
4058,N/A,N/A,0.235,933.957,0.951,N/A,N/A,0.230,956.597
4059,N/A,N/A,0.228,965.746,0.921,N/A,N/A,0.185,1188.997
4060,N/A,N/A,0.268,821.052,0.991,N/A,N/A,0.161,1368.365
4061,N/A,N/A,0.219,1004.602,0.935,N/A,N/A,0.228,962.497
4062,N/A,N/A,0.234,939.966,0.935,N/A,N/A,0.159,1385.204
4063,N/A,N/A,0.228,962.632,0.915,N/A,N/A,0.181,1213.583
4064,N/A,N/A,0.221,994.850,0.914,N/A,N/A,0.159,1385.763
4065,N/A,N/A,0.223,986.135,0.924,N/A,N/A,0.158,1387.723
4066,N/A,N/A,0.222,991.260,0.944,N/A,N/A,0.155,1418.103
4067,N/A,N/A,0.278,791.705,0.917,N/A,N/A,0.175,1254.376
4068,N/A,N/A,0.253,869.942,0.956,N/A,N/A,0.159,1382.693
4069,N/A,N/A,0.241,913.335,0.906,N/A,N/A,0.159,1383.529
4070,N/A,N/A,0.222,991.976,0.947,N/A,N/A,0.158,1387.723
4071,N/A,N/A,0.223,984.015,1.009,N/A,N/A,0.222,988.690
4072,N/A,N/A,0.226,973.827,0.911,N/A,N/A,0.162,1352.197
4073,N/A,N/A,0.243,904.076,0.931,N/A,N/A,0.165,1335.626
4074,N/A,N/A,0.235,933.830,0.919,N/A,N/A,0.193,1137.584
4075,N/A,N/A,0.245,897.341,0.915,N/A,N/A,0.160,1369.184
4076,N/A,N/A,0.224,979.523,0.930,N/A,N/A,0.173,1267.341
4077,N/A,N/A,0.270,814.719,0.919,N/A,N/A,0.193,1137.772
4078,N/A,N/A,0.225,977.988,0.929,N/A,N/A,0.163,1348.214
4079,N/A,N/A,0.220,996.872,0.915,N/A,N/A,0.157,1401.890
4080,N/A,N/A,0.257,854.781,0.921,N/A,N/A,0.159,1377.700
4081,N/A,N/A,0.258,851.284,0.989,N/A,N/A,0.179,1227.687
4082,N/A,N/A,0.244,902.057,1.011,N/A,N/A,0.201,1090.606
4083,N/A,N/A,0.265,828.681,0.939,N/A,N/A,0.232,947.620
4084,N/A,N/A,0.232,947.359,0.916,N/A,N/A,0.225,974.795
4085,N/A,N/A,0.223,986.276,1.014,N/A,N/A,0.232,946.184
4086,N/A,N/A,0.242,907.901,0.924,N/A,N/A,0.158,1391.097
4087,N/A,N/A,0.251,874.151,0.930,N/A,N/A,0.176,1246.859
4088,N/A,N/A,0.233,943.194,0.923,N/A,N/A,0.197,1114.684
4089,N/A,N/A,0.238,921.796,0.965,N/A,N/A,0.158,1387.163
4090,N/A,N/A,0.259,847.188,0.950,N/A,N/A,0.158,1395.054
4091,N/A,N/A,0.253,866.867,0.923,N/A,N/A,0.157,1395.337
4092,N/A,N/A,0.253,869.281,0.964,N/A,N/A,0.192,1146.894
4093,N/A,N/A,0.268,819.582,0.934,N/A,N/A,0.166,1322.252
4094,N/A,N/A,0.265,828.482,0.967,N/A,N/A,0.159,1380.192
4095,N/A,N/A,0.227,967.651,0.920,N/A,N/A,0.177,1238.538
4096,N/A,N/A,0.255,861.538,0.922,N/A,N/A,0.215,1020.882
4097,N/A,N/A,0.250,880.654,0.965,N/A,N/A,0.159,1382.693
4098,N/A,N/A,0.245,897.811,0.920,N/A,N/A,0.179,1227.468
4099,N/A,N/A,0.240,916.016,0.925,N/A,N/A,0.157,1397.609
4100,N/A,N/A,0.231,949.455,0.964,N/A,N/A,0.239,920.807
4101,N/A,N/A,0.238,922.911,0.917,N/A,N/A,0.158,1391.379
4102,N/A,N/A,0.279,787.076,0.981,N/A,N/A,0.194,1132.705
4103,N/A,N/A,0.235,933.830,0.924,N/A,N/A,0.156,1405.333
4104,N/A,N/A,0.236,930.666,0.942,N/A,N/A,0.227,969.154
4105,N/A,N/A,0.224,980.082,0.960,N/A,N/A,0.179,1224.404
4106,N/A,N/A,0.241,911.517,0.971,N/A,N/A,0.160,1376.871
4107,N/A,N/A,0.245,898.163,0.995,N/A,N/A,0.219,1002.549
4108,N/A,N/A,0.238,924.402,0.905,N/A,N/A,0.159,1383.808
4109,N/A,N/A,0.247,888.631,0.927,N/A,N/A,0.158,1393.638
4110,N/A,N/A,0.234,940.997,0.914,N/A,N/A,0.158,1389.971
4111,N/A,N/A,0.235,936.633,0.922,N/A,N/A,0.193,1136.078
4112,N/A,N/A,0.245,895.936,0.925,N/A,N/A,0.169,1301.944
4113,N/A,N/A,0.232,948.274,0.922,N/A,N/A,0.205,1069.708
4114,N/A,N/A,0.235,935.994,0.987,N/A,N/A,0.195,1125.648
4115,N/A,N/A,0.236,930.288,0.916,N/A,N/A,0.159,1383.529
4116,N/A,N/A,0.236,932.309,0.954,N/A,N/A,0.158,1386.602
4117,N/A,N/A,0.243,904.076,0.916,N/A,N/A,0.189,1165.386
4118,N/A,N/A,0.355,618.934,0.938,N/A,N/A,0.162,1352.197
4119,N/A,N/A,0.307,716.002,0.917,N/A,N/A,0.185,1186.531
4120,N/A,N/A,0.231,951.692,0.931,N/A,N/A,0.159,1386.043
4121,N/A,N/A,0.231,952.880,0.979,N/A,N/A,0.167,1314.657
4122,N/A,N/A,0.219,1003.134,0.914,N/A,N/A,0.181,1211.870
4123,N/A,N/A,0.223,983.874,0.923,N/A,N/A,0.179,1227.248
4124,N/A,N/A,0.252,870.715,0.959,N/A,N/A,0.217,1010.962
4125,N/A,N/A,0.310,708.539,0.935,N/A,N/A,0.159,1377.976
4126,N/A,N/A,0.225,975.487,0.908,N/A,N/A,0.156,1409.082
4127,N/A,N/A,0.267,822.823,0.923,N/A,N/A,0.155,1414.597
4128,N/A,N/A,0.233,944.752,0.923,N/A,N/A,0.157,1402.462
4129,N/A,N/A,0.236,932.056,0.928,N/A,N/A,0.173,1273.689
4130,N/A,N/A,0.261,841.993,0.977,N/A,N/A,0.160,1374.941
4131,N/A,N/A,0.254,866.320,0.916,N/A,N/A,0.156,1412.560
4132,N/A,N/A,0.221,992.549,0.913,N/A,N/A,0.177,1239.656
4133,N/A,N/A,0.241,910.791,0.928,N/A,N/A,0.230,955.399
4134,N/A,N/A,0.266,826.885,0.959,N/A,N/A,0.190,1153.832
4135,N/A,N/A,0.223,986.701,0.920,N/A,N/A,0.178,1232.536
4136,N/A,N/A,0.255,861.106,0.937,N/A,N/A,0.157,1397.325
4137,N/A,N/A,0.279,788.523,0.922,N/A,N/A,0.155,1420.450
4138,N/A,N/A,0.225,977.710,1.016,N/A,N/A,0.230,957.131
4139,N/A,N/A,0.244,901.701,0.929,N/A,N/A,0.162,1355.400
4140,N/A,N/A,0.248,887.598,0.984,N/A,N/A,0.163,1346.100
4141,N/A,N/A,0.268,819.288,1.016,N/A,N/A,0.176,1249.355
4142,N/A,N/A,0.216,1016.650,0.916,N/A,N/A,0.167,1317.179
4143,N/A,N/A,0.251,875.042,1.031,N/A,N/A,0.157,1402.749
4144,N/A,N/A,0.252,870.715,0.923,N/A,N/A,0.193,1138.527
4145,N/A,N/A,0.251,876.047,0.975,N/A,N/A,0.155,1414.015
4146,N/A,N/A,0.234,940.868,0.989,N/A,N/A,0.231,952.616
4147,N/A,N/A,0.222,990.259,0.942,N/A,N/A,0.183,1203.164
4148,N/A,N/A,0.255,863.271,0.938,N/A,N/A,0.193,1137.395
4149,N/A,N/A,0.228,965.746,0.921,N/A,N/A,0.228,965.203
4150,N/A,N/A,0.250,878.962,0.982,N/A,N/A,0.190,1154.802
4151,N/A,N/A,0.265,827.982,0.977,N/A,N/A,0.158,1388.846
4152,N/A,N/A,0.262,839.010,0.971,N/A,N/A,0.190,1157.138
4153,N/A,N/A,0.236,929.658,0.923,N/A,N/A,0.259,847.606
4154,N/A,N/A,0.260,845.310,0.933,N/A,N/A,0.158,1394.204
4155,N/A,N/A,0.234,937.272,1.013,N/A,N/A,0.172,1277.956
4156,N/A,N/A,0.229,961.554,0.929,N/A,N/A,0.158,1388.285
4157,N/A,N/A,0.240,915.527,0.954,N/A,N/A,0.197,1114.142
4158,N/A,N/A,0.258,852.764,0.918,N/A,N/A,0.168,1304.170
4159,N/A,N/A,0.230,954.602,0.938,N/A,N/A,0.231,953.012
4160,N/A,N/A,0.239,919.573,0.920,N/A,N/A,0.603,364.326
4161,N/A,N/A,0.271,810.488,0.923,N/A,N/A,0.257,854.037
4162,N/A,N/A,0.250,878.850,0.947,N/A,N/A,0.209,1053.299
4163,N/A,N/A,0.255,861.321,0.922,N/A,N/A,0.182,1208.670
4164,N/A,N/A,0.286,768.146,1.040,N/A,N/A,0.229,960.612
4165,N/A,N/A,0.225,975.765,0.910,N/A,N/A,0.230,956.064
4166,N/A,N/A,0.264,832.600,0.945,N/A,N/A,0.186,1180.615
4167,N/A,N/A,0.280,785.097,0.953,N/A,N/A,0.155,1413.432
4168,N/A,N/A,0.221,993.842,0.923,N/A,N/A,0.216,1018.611
4169,N/A,N/A,0.256,858.414,0.968,N/A,N/A,0.232,949.061
4170,N/A,N/A,0.268,820.463,0.979,N/A,N/A,0.217,1011.558
4171,N/A,N/A,0.261,841.684,1.006,N/A,N/A,0.198,1110.358
4172,N/A,N/A,0.261,840.653,1.020,N/A,N/A,0.157,1397.609
4173,N/A,N/A,0.273,803.470,0.991,N/A,N/A,0.223,985.286
4174,N/A,N/A,0.265,829.984,0.990,N/A,N/A,0.218,1006.074
4175,N/A,N/A,0.265,830.486,0.987,N/A,N/A,0.157,1401.031
4176,N/A,N/A,0.267,822.823,0.953,N/A,N/A,0.227,968.744
4177,N/A,N/A,0.256,858.092,0.959,N/A,N/A,0.157,1397.325
4178,N/A,N/A,0.271,810.488,1.020,N/A,N/A,0.156,1409.082
4179,N/A,N/A,0.266,824.601,0.955,N/A,N/A,0.279,786.896
4180,N/A,N/A,0.269,817.922,0.923,N/A,N/A,0.176,1250.265
4181,N/A,N/A,0.254,865.011,0.921,N/A,N/A,0.212,1035.508
4182,N/A,N/A,0.241,913.092,0.963,N/A,N/A,0.185,1188.791
4183,N/A,N/A,0.268,820.169,0.918,N/A,N/A,0.157,1396.473
4184,N/A,N/A,0.257,856.594,0.917,N/A,N/A,0.220,999.630
4185,N/A,N/A,0.247,889.668,0.924,N/A,N/A,0.260,844.167
4186,N/A,N/A,0.254,864.140,0.915,N/A,N/A,0.177,1243.923
4187,N/A,N/A,0.274,801.501,0.920,N/A,N/A,0.230,954.204
4188,N/A,N/A,0.222,988.406,1.011,N/A,N/A,0.227,966.970
4189,N/A,N/A,0.230,954.602,0.910,N/A,N/A,0.189,1164.201
4190,N/A,N/A,0.235,933.957,0.955,N/A,N/A,0.156,1406.484
4191,N/A,N/A,0.241,910.067,1.000,N/A,N/A,0.199,1104.287
4192,N/A,N/A,0.278,789.611,0.992,N/A,N/A,0.231,952.616
4193,N/A,N/A,0.254,865.774,0.915,N/A,N/A,0.192,1143.266
4194,N/A,N/A,0.236,931.929,0.944,N/A,N/A,0.192,1144.028
4195,N/A,N/A,0.249,880.766,0.983,N/A,N/A,0.157,1402.176
4196,N/A,N/A,0.231,950.506,0.937,N/A,N/A,0.182,1209.948
4197,N/A,N/A,0.261,843.234,0.922,N/A,N/A,0.161,1362.392
4198,N/A,N/A,0.236,931.171,0.956,N/A,N/A,0.175,1257.593
4199,N/A,N/A,0.263,836.455,1.063,N/A,N/A,0.274,800.846
4200,N/A,N/A,0.230,953.409,0.930,N/A,N/A,0.158,1391.097
4201,N/A,N/A,0.238,921.672,0.912,N/A,N/A,0.231,951.164
4202,N/A,N/A,0.222,991.976,0.983,N/A,N/A,0.191,1149.005
4203,N/A,N/A,0.265,827.782,0.924,N/A,N/A,0.191,1151.510
4204,N/A,N/A,0.236,929.784,0.930,N/A,N/A,0.158,1391.379
4205,N/A,N/A,0.262,837.168,0.922,N/A,N/A,0.197,1118.133
4206,N/A,N/A,0.228,964.119,0.927,N/A,N/A,0.155,1415.472
4207,N/A,N/A,0.236,930.288,0.955,N/A,N/A,0.191,1151.703
4208,N/A,N/A,0.274,800.659,1.044,N/A,N/A,0.264,831.189
4209,N/A,N/A,0.267,822.428,0.989,N/A,N/A,0.159,1378.529
4210,N/A,N/A,0.251,875.042,0.909,N/A,N/A,0.156,1412.851
4211,N/A,N/A,0.237,928.025,0.925,N/A,N/A,0.157,1397.609
4212,N/A,N/A,0.233,943.583,0.918,N/A,N/A,0.187,1175.360
4213,N/A,N/A,0.226,970.524,0.919,N/A,N/A,0.185,1188.379
4214,N/A,N/A,0.222,988.264,0.913,N/A,N/A,0.190,1154.414
4215,N/A,N/A,0.261,841.168,0.949,N/A,N/A,0.224,983.029
4216,N/A,N/A,0.268,820.953,0.943,N/A,N/A,0.193,1138.527
4217,N/A,N/A,0.245,896.872,0.926,N/A,N/A,0.161,1367.820
4218,N/A,N/A,0.261,841.684,1.041,N/A,N/A,0.158,1391.943
4219,N/A,N/A,0.220,999.484,0.905,N/A,N/A,0.183,1199.381
4220,N/A,N/A,0.256,859.919,0.929,N/A,N/A,0.194,1131.398
4221,N/A,N/A,0.290,757.218,0.927,N/A,N/A,0.258,853.082
4222,N/A,N/A,0.220,997.596,0.917,N/A,N/A,0.179,1226.810
4223,N/A,N/A,0.255,860.350,0.946,N/A,N/A,0.218,1006.516
4224,N/A,N/A,0.237,926.772,0.925,N/A,N/A,0.196,1119.774
4225,N/A,N/A,0.256,857.021,0.936,N/A,N/A,0.157,1403.322
4226,N/A,N/A,0.270,812.887,0.920,N/A,N/A,0.160,1371.645
4227,N/A,N/A,0.259,847.606,0.926,N/A,N/A,0.158,1392.508
4228,N/A,N/A,0.241,912.971,0.921,N/A,N/A,0.193,1138.527
4229,N/A,N/A,0.237,928.150,0.950,N/A,N/A,0.182,1207.395
4230,N/A,N/A,0.282,778.510,0.929,N/A,N/A,0.157,1400.746
4231,N/A,N/A,0.246,891.516,0.929,N/A,N/A,0.161,1367.820
4232,N/A,N/A,0.250,879.188,0.939,N/A,N/A,0.157,1402.749
4233,N/A,N/A,0.241,910.308,0.919,N/A,N/A,0.160,1376.871
4234,N/A,N/A,0.237,926.272,0.955,N/A,N/A,0.205,1074.394
4235,N/A,N/A,0.266,827.084,0.945,N/A,N/A,0.158,1394.487
4236,N/A,N/A,0.256,857.342,0.957,N/A,N/A,0.157,1397.609
4237,N/A,N/A,0.249,882.238,0.917,N/A,N/A,0.156,1409.371
4238,N/A,N/A,0.234,940.481,0.947,N/A,N/A,0.189,1162.427
4239,N/A,N/A,0.238,923.283,0.924,N/A,N/A,0.158,1391.661
4240,N/A,N/A,0.236,932.182,0.930,N/A,N/A,0.207,1062.261
4241,N/A,N/A,0.243,903.957,0.927,N/A,N/A,0.167,1313.400
4242,N/A,N/A,0.223,984.720,0.917,N/A,N/A,0.159,1385.204
4243,N/A,N/A,0.242,907.541,0.922,N/A,N/A,0.157,1398.748
4244,N/A,N/A,0.251,874.151,0.993,N/A,N/A,0.185,1190.027
4245,N/A,N/A,0.238,923.904,0.917,N/A,N/A,0.167,1313.651
4246,N/A,N/A,0.218,1006.369,0.921,N/A,N/A,0.188,1171.550
4247,N/A,N/A,0.238,924.651,0.928,N/A,N/A,0.158,1386.602
4248,N/A,N/A,0.261,841.271,0.966,N/A,N/A,0.161,1365.100
4249,N/A,N/A,0.287,766.345,0.933,N/A,N/A,0.158,1394.771
4250,N/A,N/A,0.242,907.661,0.924,N/A,N/A,0.169,1300.219
4251,N/A,N/A,0.237,928.652,0.931,N/A,N/A,0.195,1127.312
4252,N/A,N/A,0.234,937.912,0.957,N/A,N/A,0.196,1122.337
4253,N/A,N/A,0.262,839.625,0.926,N/A,N/A,0.217,1012.751
4254,N/A,N/A,0.285,772.032,0.919,N/A,N/A,0.158,1389.127
4255,N/A,N/A,0.251,875.154,0.923,N/A,N/A,0.158,1388.285
4256,N/A,N/A,0.235,936.761,0.958,N/A,N/A,0.158,1389.971
4257,N/A,N/A,0.255,860.566,0.926,N/A,N/A,0.194,1133.640
4258,N/A,N/A,0.252,871.488,0.921,N/A,N/A,0.160,1370.823
4259,N/A,N/A,0.752,292.127,0.942,N/A,N/A,0.179,1226.591
4260,N/A,N/A,0.242,906.343,0.915,N/A,N/A,0.157,1398.463
4261,N/A,N/A,0.237,926.772,0.924,N/A,N/A,0.171,1287.782
4262,N/A,N/A,0.256,857.771,0.923,N/A,N/A,0.218,1006.221
4263,N/A,N/A,0.225,978.546,0.940,N/A,N/A,0.159,1378.529
4264,N/A,N/A,0.260,846.248,0.921,N/A,N/A,0.230,956.064
4265,N/A,N/A,0.259,848.129,0.931,N/A,N/A,0.156,1405.620
4266,N/A,N/A,0.254,864.357,0.921,N/A,N/A,0.176,1246.859
4267,N/A,N/A,0.251,874.708,0.933,N/A,N/A,0.159,1381.303
4268,N/A,N/A,0.221,996.294,0.924,N/A,N/A,0.160,1376.871
4269,N/A,N/A,0.275,798.982,0.921,N/A,N/A,0.160,1373.841
4270,N/A,N/A,0.222,989.973,0.952,N/A,N/A,0.175,1256.902
4271,N/A,N/A,0.242,909.705,0.934,N/A,N/A,0.159,1381.303
4272,N/A,N/A,0.249,883.032,0.933,N/A,N/A,0.161,1363.474
4273,N/A,N/A,0.276,796.480,0.929,N/A,N/A,0.159,1383.808
4274,N/A,N/A,0.231,949.849,0.957,N/A,N/A,0.198,1112.517
4275,N/A,N/A,0.225,974.795,0.917,N/A,N/A,0.222,988.121
4276,N/A,N/A,0.263,834.219,1.013,N/A,N/A,0.158,1388.846
4277,N/A,N/A,0.288,761.839,1.110,N/A,N/A,0.202,1086.980
4278,N/A,N/A,0.261,842.820,0.923,N/A,N/A,0.179,1229.886
4279,N/A,N/A,0.264,831.693,0.926,N/A,N/A,0.157,1401.031
4280,N/A,N/A,0.247,888.516,0.926,N/A,N/A,0.267,823.415
4281,N/A,N/A,0.225,975.903,0.908,N/A,N/A,0.179,1229.006
4282,N/A,N/A,0.255,861.754,0.927,N/A,N/A,0.154,1425.167
4283,N/A,N/A,0.220,999.048,0.925,N/A,N/A,0.208,1054.107
4284,N/A,N/A,0.256,859.812,0.921,N/A,N/A,0.222,991.976
4285,N/A,N/A,0.245,895.352,0.992,N/A,N/A,0.158,1389.689
4286,N/A,N/A,0.247,888.172,1.000,N/A,N/A,0.158,1389.689
4287,N/A,N/A,0.237,927.273,0.918,N/A,N/A,0.216,1019.518
4288,N/A,N/A,0.254,864.357,0.944,N/A,N/A,0.184,1191.266
4289,N/A,N/A,0.270,813.947,0.919,N/A,N/A,0.225,975.903
4290,N/A,N/A,0.241,910.308,0.926,N/A,N/A,0.165,1333.551
4291,N/A,N/A,0.226,973.551,0.923,N/A,N/A,0.188,1167.764
4292,N/A,N/A,0.222,989.688,0.936,N/A,N/A,0.188,1170.951
4293,N/A,N/A,0.237,928.778,0.925,N/A,N/A,0.182,1204.641
4294,N/A,N/A,0.262,838.907,0.936,N/A,N/A,0.167,1315.665
4295,N/A,N/A,0.224,979.104,0.917,N/A,N/A,0.156,1405.620
4296,N/A,N/A,0.285,769.782,1.317,N/A,N/A,0.161,1360.772
4297,N/A,N/A,0.256,858.092,0.923,N/A,N/A,0.229,958.333
4298,N/A,N/A,0.264,833.105,0.917,N/A,N/A,0.199,1102.868
4299,N/A,N/A,0.259,848.234,0.913,N/A,N/A,0.189,1163.017
4300,N/A,N/A,0.226,971.760,0.953,N/A,N/A,0.246,894.070
4301,N/A,N/A,0.243,905.626,0.931,N/A,N/A,0.160,1375.492
4302,N/A,N/A,0.225,976.736,0.932,N/A,N/A,0.194,1133.078
4303,N/A,N/A,0.228,964.796,0.959,N/A,N/A,0.160,1369.730
4304,N/A,N/A,0.265,829.583,0.921,N/A,N/A,0.177,1241.898
4305,N/A,N/A,0.270,815.203,0.929,N/A,N/A,0.161,1361.042
4306,N/A,N/A,0.248,885.195,0.917,N/A,N/A,0.160,1376.319
4307,N/A,N/A,0.275,797.961,0.927,N/A,N/A,0.158,1386.602
4308,N/A,N/A,0.261,841.890,0.923,N/A,N/A,0.167,1312.145
4309,N/A,N/A,0.235,934.339,0.927,N/A,N/A,0.200,1099.512
4310,N/A,N/A,0.222,989.260,0.904,N/A,N/A,0.194,1129.723
4311,N/A,N/A,0.250,878.850,0.919,N/A,N/A,0.194,1129.723
4312,N/A,N/A,0.231,949.717,0.915,N/A,N/A,0.160,1371.097
4313,N/A,N/A,0.227,969.838,0.924,N/A,N/A,0.176,1250.037
4314,N/A,N/A,0.246,894.652,0.926,N/A,N/A,0.190,1156.748
4315,N/A,N/A,0.260,844.686,0.934,N/A,N/A,0.220,999.630
4316,N/A,N/A,0.227,966.562,0.975,N/A,N/A,0.167,1314.154
4317,N/A,N/A,0.256,857.556,0.919,N/A,N/A,0.156,1410.819
4318,N/A,N/A,0.251,875.600,0.995,N/A,N/A,0.190,1157.723
4319,N/A,N/A,0.271,810.392,0.931,N/A,N/A,0.224,980.362
4320,N/A,N/A,0.272,808.484,0.976,N/A,N/A,0.159,1381.303
4321,N/A,N/A,0.271,811.063,0.917,N/A,N/A,0.252,872.485
4322,N/A,N/A,0.273,804.788,0.924,N/A,N/A,0.158,1389.971
4323,N/A,N/A,0.224,979.104,0.934,N/A,N/A,0.164,1338.490
4324,N/A,N/A,0.270,814.430,1.020,N/A,N/A,0.194,1132.144
4325,N/A,N/A,0.258,852.129,0.914,N/A,N/A,0.157,1397.894
4326,N/A,N/A,0.235,934.084,0.926,N/A,N/A,0.158,1394.204
4327,N/A,N/A,0.261,841.374,0.932,N/A,N/A,0.189,1160.855
4328,N/A,N/A,0.236,930.666,0.926,N/A,N/A,0.246,893.837
4329,N/A,N/A,0.237,928.904,0.928,N/A,N/A,0.159,1382.972
4330,N/A,N/A,0.233,944.622,0.921,N/A,N/A,0.179,1227.468
4331,N/A,N/A,0.258,853.082,0.923,N/A,N/A,0.159,1379.915
4332,N/A,N/A,0.244,901.583,0.922,N/A,N/A,0.173,1270.860
4333,N/A,N/A,0.246,895.002,0.922,N/A,N/A,0.178,1237.868
4334,N/A,N/A,0.253,868.073,0.961,N/A,N/A,0.302,727.918
4335,N/A,N/A,0.222,988.833,0.919,N/A,N/A,0.157,1403.609
4336,N/A,N/A,0.224,979.663,0.928,N/A,N/A,0.193,1138.149
4337,N/A,N/A,0.268,818.507,0.924,N/A,N/A,0.216,1017.102
4338,N/A,N/A,0.241,913.457,0.928,N/A,N/A,0.175,1256.442
4339,N/A,N/A,0.240,917.240,0.905,N/A,N/A,0.194,1134.576
4340,N/A,N/A,0.271,811.542,0.962,N/A,N/A,0.157,1398.179
4341,N/A,N/A,0.264,833.409,0.926,N/A,N/A,0.176,1247.766
4342,N/A,N/A,0.237,928.150,0.915,N/A,N/A,0.224,982.044
4343,N/A,N/A,0.257,854.355,0.999,N/A,N/A,0.158,1387.443
4344,N/A,N/A,0.265,829.583,0.918,N/A,N/A,0.180,1223.967
4345,N/A,N/A,0.273,805.260,1.019,N/A,N/A,0.198,1110.897
4346,N/A,N/A,0.276,796.665,0.932,N/A,N/A,0.196,1123.255
4347,N/A,N/A,0.261,842.924,0.921,N/A,N/A,0.158,1389.971
4348,N/A,N/A,0.254,866.648,0.977,N/A,N/A,0.201,1090.606
4349,N/A,N/A,0.240,917.117,0.917,N/A,N/A,0.160,1373.016
4350,N/A,N/A,0.271,809.342,0.940,N/A,N/A,0.218,1009.921
4351,N/A,N/A,0.235,936.377,0.963,N/A,N/A,0.194,1131.025
4352,N/A,N/A,0.253,867.086,0.924,N/A,N/A,0.232,947.228
4353,N/A,N/A,0.238,923.656,0.923,N/A,N/A,0.158,1391.097
4354,N/A,N/A,0.274,802.156,0.922,N/A,N/A,0.216,1016.349
4355,N/A,N/A,0.249,881.332,0.940,N/A,N/A,0.158,1391.097
4356,N/A,N/A,0.240,915.039,0.921,N/A,N/A,0.224,982.325
4357,N/A,N/A,0.275,797.961,0.925,N/A,N/A,0.186,1180.209
4358,N/A,N/A,0.220,998.321,0.915,N/A,N/A,0.222,990.545
4359,N/A,N/A,0.268,820.365,0.930,N/A,N/A,0.158,1393.638
4360,N/A,N/A,0.232,945.532,0.936,N/A,N/A,0.195,1125.648
4361,N/A,N/A,0.243,904.076,1.468,N/A,N/A,0.202,1088.876
4362,N/A,N/A,0.231,952.484,0.913,N/A,N/A,0.159,1380.469
4363,N/A,N/A,0.238,924.153,0.953,N/A,N/A,0.157,1396.473
4364,N/A,N/A,0.220,1000.358,0.954,N/A,N/A,0.172,1279.384
4365,N/A,N/A,0.234,937.400,0.922,N/A,N/A,0.194,1135.327
4366,N/A,N/A,0.242,907.541,0.917,N/A,N/A,0.194,1132.518
4367,N/A,N/A,0.278,790.702,1.023,N/A,N/A,0.165,1329.420
4368,N/A,N/A,0.214,1024.538,0.946,N/A,N/A,0.159,1382.693
4369,N/A,N/A,0.269,815.881,0.933,N/A,N/A,0.190,1157.138
4370,N/A,N/A,0.223,986.985,0.952,N/A,N/A,0.194,1131.771
4371,N/A,N/A,0.233,943.713,0.933,N/A,N/A,0.158,1391.943
4372,N/A,N/A,0.228,962.767,0.912,N/A,N/A,0.184,1192.507
4373,N/A,N/A,0.256,859.166,1.057,N/A,N/A,0.160,1377.423
4374,N/A,N/A,0.227,968.607,0.921,N/A,N/A,0.196,1123.438
4375,N/A,N/A,0.271,810.775,1.021,N/A,N/A,0.158,1392.790
